"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_fastball","active_spin_slider","active_spin_curve"
"Vásquez, Randy","R","86.3","88","33.8","96.9",,,"64.8"
"Kershaw, Clayton","L","86.2",,,"96",,"42.7","84.2"
"May, Trevor","R","86.2",,,"94.2",,"36",
"Nelson, Kyle","L","86.1",,"47.1",,,"34",
"Lawrence, Casey","R","86","89.4",,"96.8",,"27",
"Woo, Bryan","R","86","84.9",,"86.2",,"35.3",
"Floro, Dylan","R","85.9","86.9",,"93.2",,"14.9",
"Iglesias, Raisel","R","85.9","88",,"83.5",,"30.1",
"Stephan, Trevor","R","85.8",,,,,"35.3",
"Maeda, Kenta","R","85.8","77",,,,"19.8","79.2"
"Darvish, Yu","R","85.7","87.1","52.9",,,"33.9","93.2"
"Ramírez, Erasmo","R","85.6","85","61.8","92.3",,"21.5","38.6"
"Lange, Alex","R","85.5","82.9",,"91.7",,,"27.8"
"Suárez, Ranger","L","85.5","81.5","36.4","93.9",,"28.1","87.3"
"Syndergaard, Noah","R","85.4","85.2","61.4","96.4",,"33.4","59.9"
"Pérez, Cionel","L","85.4","82.1",,,,"46.7","78.1"
"Cessa, Luis","R","85.4","83.6",,"81.4",,"45.2",
"Rea, Colin","R","85.4","83.5","41.1",,,,"78.2"
"Soroka, Michael","R","85.4","89.1",,"97.9",,"37.4",
"Miller, Bryce","R","85.4","81.9",,"95.1",,"21.8","91.8"
"Saucedo, Tayler","L","85.2","88.6",,"93",,"32.5","71.6"
"Bumgarner, Madison","L","85.1",,"52.9","91.8",,,"65.4"
"Hendricks, Kyle","R","84.9","76.4",,"74.8",,,"79.8"
"Lamet, Dinelson","R","84.9","88.6",,"94.2",,"12.4",
"Medina, Luis","R","84.9","88.2",,"95",,"23.9","81.3"
"Leone, Dominic","R","84.7","80.1","46.8",,,"41.6",
"Marsh, Alec","R","84.7","86.4",,"89",,"15.4","77.9"
"Abreu, Bryan","R","84.7",,,,,"50.7",
"Garcia, Robert","L","84.4",,,"83.6",,"32.4",
"Manoah, Alek","R","84.2","82.7",,"85.6",,"43",
"Kelly, Kevin","R","84.1","82.2","44.6",,,,
"Boyd, Matthew","L","84","80.9",,"81.2",,"41.4","87.9"
"Rogers, Trevor","L","83.9","85.1",,"89.9",,"21.4",
"Webb, Logan","R","83.9","81.6",,"86.4",,"41.8",
"Toussaint, Touki","R","83.9","78.8",,,,"33.2","89.3"
"Rodriguez, Eduardo","L","83.6","82.7","60.9","87.5",,"29.6",
"Campbell, Isaiah","R","83.3",,,,,"31.8",
"King, Michael","R","83.3","76.9",,"98.4",,,
"Banks, Tanner","L","83.2","77.1",,"74.7",,"34.7","37.4"
"Quintana, Jose","L","83.2","83.9",,"94.8",,,"64"
"Rasmussen, Drew","R","83.1","82","24.3",,,,"76.5"
"Brieske, Beau","R","83","87.7",,"87.9",,"29.5",
"Herget, Jimmy","R","83","85.9",,"62.9",,"22.8","57.3"
"Elder, Bryce","R","82.9","75.1",,"65.5",,"14.8",
"Rom, Drew","L","82.8","72.1",,,,,
"Brash, Matt","R","82.7","95.1","30.7",,,"40.5",
"Hatch, Thomas","R","82.6","86.3","32.3","38.6",,,
"Wantz, Andrew","R","82.6",,"41.2","66.6",,,
"García, Yimi","R","82.5","85.8",,"96.9",,"38.4","55.9"
"Armstrong, Shawn","R","82.5","84.8","52.6",,,"50.9",
"Leclerc, José","R","82.3","85.2","43.4","85.8",,"38.6",
"Stewart, Brock","R","82.2","83.2","44.2","89.6",,,
"Garrett, Braxton","L","82.1","78.3","24.6","89.2",,"41.8","74.8"
"Bickford, Phil","R","82.1",,,"77.1",,"44.9",
"Montgomery, Jordan","L","82","86.8","40.9","97.5",,,"53.8"
"Adam, Jason","R","82",,,"76.3",,"25.2",
"Bolton, Cody","R","81.9",,,"75.6",,,
"Rucker, Michael","R","81.9","80.8","27.8","78.4",,"35.7","76.1"
"Buttó, José","R","81.9","86.2",,"71.5",,"19.8","58.9"
"Peterson, David","L","81.5","80.1",,"95.1",,"17","69.6"
"Carrasco, Carlos","R","81.5","76.5",,"68.2",,"21.7","58.1"
"Freeland, Kyle","L","81.5","76.1",,"92.9",,"27.7",
"Bummer, Aaron","L","81.3","86.3","18.4",,,,
"Gallen, Zac","R","81.2","86.3","46.8","86.1",,"30.9",
"Woodford, Jake","R","81.1","81.7","43.4","87.7",,,"89.6"
"García, Luis","R","80.9","85",,,,"57.4",
"Bassitt, Chris","R","80.4","83.8","46","97",,"43.2","94.8"
"Ottavino, Adam","R","80.3","79.7","34.7","77.5",,,
"Sandlin, Nick","R","80.2","76.9",,,,"49.1",
"Greinke, Zack","R","80.1","83.4","41.2","86.1",,"52","76.2"
"Mushinski, Parker","L","80.1","76","51.2",,,"58.3","82.2"
"Anderson, Grant","R","80","82.6",,"84.5",,"24.3",
"Wesneski, Hayden","R","79.8","83.8","35.7","91.5",,,
"Martinez, Seth","R","79.8","79.2",,"88",,,
"Winckowski, Josh","R","79.8","81.5","34.5","90.8",,"43.5",
"Soriano, George","R","79.7",,,"91.2",,"39",
"Domínguez, Seranthony","R","79.7","84",,"97.5",,"35.4",
"Velasquez, Vince","R","79.5",,,"90.4",,"41.1",
"Silseth, Chase","R","79.4","78","35.7",,,"34.8","89.4"
"Vasquez, Andrew","L","79.4","84.5",,,,"61.6","60.2"
"Weissert, Greg","R","79.3","79.2","53.2","99.3",,,
"Avila, Pedro","R","79.2","76",,"25.5",,,"88.1"
"Gipson-Long, Sawyer","R","79.1","85.1",,"95",,"51.4",
"Thompson, Keegan","R","79.1",,"37.3",,,,"71"
"Eflin, Zach","R","78.8","77.9","42.7","92.8",,,"65.6"
"Urías, Julio","L","78.7",,"36.6","89.3",,,
"Wheeler, Zack","R","78.5","80.1","39.1","93.9",,,"65.8"
"Hollowell, Gavin","R","78.4","84.7","30.5",,,"53.2",
"Herrin, Tim","L","78.2","72.3",,,,"20.7","55.9"
"Kelly, Merrill","R","78.1","79.4","62.9","83.1",,"20.8","67.1"
"Sewald, Paul","R","78",,,,,,
"Coleman, Dylan","R","77.7",,"49.9",,,,
"Kelly, Michael","R","77.5","82.8",,,,"34.2",
"Taylor, Josh","L","77.5","74.4",,,,"35.6","64.2"
"Pfaadt, Brandon","R","77.2","82.6",,"85.6",,,"75.5"
"Oviedo, Johan","R","77.1","78.9",,"96.9",,"37.5","47.3"
"Zastryzny, Rob","L","77",,"37","89.7",,,"34.7"
"Wainwright, Adam","R","76.8","83.4","49","91.6",,,"96.2"
"Cuas, Jose","R","76.7","79.3",,"98.4",,"25.6",
"Pruitt, Austin","R","76.6","70.8",,"85.2",,"32.4","63.2"
"Ohtani, Shohei","R","76.3","69","35.6",,,,"84.7"
"Strzelecki, Peter","R","76.3","76.2",,"99.5",,"61.7",
"Díaz, Alexis","R","76.2",,,,,"29.7",
"Neal, Zach","R","76.1","77.7","31","87.3",,,"74.9"
"Hartwig, Grant","R","75.9","96.1","66.1","97.5",,,
"Rucinski, Drew","R","75.9","80.4",,"97.8",,"31.5","53.7"
"VerHagen, Drew","R","75.9","75.9","38.3","63",,,
"Underwood Jr., Duane","R","75.8","84.3","65","89",,,"59"
"Payamps, Joel","R","75.6","74.6",,"72.3",,"47.8",
"Glasnow, Tyler","R","75.6",,,,,"18.4","70"
"Walter, Brandon","L","75.6","78.6","25.6","89.1",,,
"López, Pablo","R","75.5","79.2",,"87",,,"72.4"
"Pressly, Ryan","R","75.4",,,"65.9",,"29.6","69.6"
"Dunning, Dane","R","75.2","79.3","60","98.3",,"28.5","98"
"Moll, Sam","L","75","77.6",,"87.4",,,
"Thornton, Trent","R","74.9","72.7",,,,"26.1","71.7"
"Bielak, Brandon","R","74.8","73.8",,"87.6",,"42.3","85.3"
"Lovelady, Richard","L","74.8","74.7",,,,"20.6",
"Bleier, Richard","L","74.6","75","40.5",,,"58.9",
"Barlow, Scott","R","74.4","77.4",,,,"57.5","87.3"
"Stroman, Marcus","R","74.3","59.7","23.5",,,"35.5",
"Davis, Noah","R","74","97.8","47","97",,"25.9","77.4"
"Junis, Jakob","R","74","72.7",,"80.6",,"47.9",
"Stratton, Chris","R","73.8",,,"71.1",,"28.6","77.8"
"France, J.P.","R","73.3",,"31","98.6",,,"98.1"
"Hudson, Dakota","R","73.3","81.2",,"85.7",,"11.5","64.3"
"Fulmer, Michael","R","73","72.7","44.7","81.5",,,
"Fried, Max","L","72.6","69.6",,"84.1",,"27.1","87.6"
"Kluber, Corey","R","72.4","74.4","37.4","71.6",,,"50"
"Uribe, Abner","R","71.9","76.8",,,,"33.9",
"Pallante, Andre","R","71.8","84",,,,"37.3","93.3"
"Flaherty, Jack","R","71.6","69","50.2","83.2",,"51",
"Williams, Trevor","R","71.5","79.2",,"90.2",,"33.3","50.7"
"Lynn, Lance","R","71.3","68.8","35.3","80.1",,"34.2","48.6"
"Teheran, Julio","R","70.4","71.1","52.9","93.3",,,"48.9"
"Cosgrove, Tom","L","70.1","66.4",,,,,
"Wright, Kyle","R","69.7","71.5",,"92.7",,,
"Scott, Tanner","L","69.6",,,,,"30.3",
"Cimber, Adam","R","68.8","72.8",,,,"48.6",
"Thompson, Ryan","R","68.7","77.9",,,,"83.5",
"Muller, Kyle","L","68.5",,,"88.5",,"16.3","63.8"
"Edwards Jr., Carl","R","68.2",,,"79.6",,,"85.6"
"Bard, Daniel","R","67.6","69.2",,,,"32.8",
"Gray, Sonny","R","67.5","60.6","33.3","87.8",,,"91.2"
"Coulombe, Danny","L","67.3","64.3","23.8","98.6",,,
"Schreiber, John","R","66.8","70.7",,"77.5",,,
"Bradish, Kyle","R","66.7","70.6",,"98.6",,"40","74.3"
"Musgrove, Joe","R","66.1","66","44.7","64.7",,"66.3","82.6"
"Suter, Brent","L","66","82.9",,"92.9",,"51.7",
"Priester, Quinn","R","65.6","76.2",,"94.9",,"32.7","58.5"
"Houck, Tanner","R","65","71.4","40.5",,,"63.2",
"Turnbull, Spencer","R","61.4","73.9",,"91",,"40","77.5"
"Keller, Brad","R","60","64.4",,"66.7",,"51.6","49.2"
"Steele, Justin","L","59.2","65.1",,"77.9",,"50.7","75.1"
"Adams, Austin","R","58",,,,,"28.4",
"Santos, Gregory","R","52.2","62.7",,"66.1",,"31.8",
"White, Brendan","R","51.8","64.2",,,,"29.1",
"Maton, Phil","R","49.7","60.3",,,,,"97.2"
"Snider, Collin","R","47.8","60.6","30.7",,,"50.1",
