entity_id,entity_name,entity_code,team_id,total_pitches,total_pitches,total_pitches_empty,median_seconds_empty,total_pitches_onbase,median_seconds_empty,freq_hot,freq_warm,freq_cold
592614,Dillon Overton,Pit,135,161,161,96,15.082,65,15.082,0.2857142857142857,0.7142857142857143,0
475115,Tyson Ross,Pit,116,1993,1993,1323,15.082,670,15.082,0.3241344706472654,0.6452584044154541,0.030607124937280482
570810,Lisalverto Bonilla,Pit,113,278,278,165,15.082,113,15.082,0.2949640287769784,0.6870503597122302,0.017985611510791366
696147,Sam Bachman,Pit,108,145,145,67,15.084,78,15.084,0.21379310344827587,0.7862068965517242,0
657649,Jared Koenig,Pit,133,306,306,168,15.096,138,15.096,0.26143790849673204,0.7124183006535948,0.026143790849673203
670955,Edwin Uceta,Pit,121,313,313,189,15.096,124,15.096,0.28115015974440893,0.670926518,0.047923323
669387,Carmen Mlodzinski,Pit,134,283,283,170,15.102,113,15.102,0.31095406360424027,0.6890459363957597,0
519242,Chris Sale,Pit,144,5024,5024,3383,15.115,1641,15.115,0.3284235668789809,0.6423168789808917,0.029259554
676606,Nick Margevicius,Pit,136,873,873,601,15.115,272,15.115,0.3402061855670103,0.6403207331042382,0.019473081328751432
665622,Luis Medina,Pit,133,858,858,540,15.118,318,15.118,0.3135198135198135,0.6853146853146853,0.001165501
668881,Hunter Greene,Pit,113,1885,1885,1259,15.118,626,15.118,0.3384615384615385,0.6482758620689655,0.013262599469496022
677944,Slade Cecconi,Pit,109,186,186,137,15.127,49,15.127,0.34408602150537637,0.6505376344086021,0.005376344
641778,Eric Lauer,Pit,158,4622,4622,3050,15.144,1572,15.144,0.31869320640415405,0.6300302899177845,0.051276504
594943,Zach Neal,Pit,133,316,316,189,15.148,127,15.148,0.3069620253164557,0.680379747,0.012658227848101266
570632,José Ureña,Pit,140,5342,5342,3519,15.148,1823,15.148,0.32646948708348933,0.6394608760763759,0.034069637
605151,Archie Bradley,Pit,146,2403,2403,1414,15.149,989,15.149,0.2846441947565543,0.6521015397419891,0.063254266
548357,Christian Bergman,Pit,136,463,463,309,15.149,154,15.149,0.32181425485961124,0.671706263,0.006479482
671737,Taj Bradley,Pit,139,753,753,485,15.169,268,15.169,0.28818061088977426,0.7051792828685259,0.006640106
669456,Shane Bieber,Pit,114,5690,5690,4097,15.172,1593,15.172,0.34692442882249563,0.6282952548330404,0.024780316
660813,Brusdar Graterol,Pit,119,1060,1060,615,15.178,445,15.178,0.37075471698113205,0.6122641509433963,0.016981132075471698
657141,Jordan Yamamoto,Pit,121,830,830,557,15.181,273,15.181,0.3325301204819277,0.6265060240963856,0.040963855
456379,Al Alburquerque,Pit,145,126,126,92,15.181,34,15.181,0.40476190476190477,0.5873015873015873,0.007936508
456501,Johnny Cueto,Pit,146,4433,4433,2892,15.197,1541,15.197,0.33228062260320324,0.6129032258064516,0.054816152
594867,Myles Jaye,Pit,116,124,124,67,15.215,57,15.215,0.24193548387096775,0.717741935,0.040322581
448179,Rich Hill,Pit,135,6055,6055,3977,15.215,2078,15.215,0.33724194880264247,0.6356729975227086,0.027085054
687330,Kevin Kelly,Pit,139,522,522,284,15.216,238,15.216,0.2777777777777778,0.7164750957854407,0.005747126
681806,Andrew Wantz,Pit,108,888,888,514,15.231,374,15.231,0.28265765765765766,0.6835585585585585,0.033783783783783786
