"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_fastball","active_spin_slider","active_spin_curve"
"Garza Jr., Ralph","R","86.1","82.1","72.9","97.5",,"43.1","45.5"
"Stephens, Jackson","R","85.9","86.9",,"64.3",,"29.7","79.4"
"Velasquez, Vince","R","85.9","80.8",,"91.7",,"32.6",
"Farrell, Luke","R","85.8",,,,,"17.9","66.9"
"Miley, Wade","L","85.7","88.9","48.3","87.3",,"23.2","64.9"
"Helsley, Ryan","R","85.7",,,,,"29.8","68.6"
"Mills, Alec","R","85.6","84.1",,"85.4",,"63.6","82.7"
"García, Rony","R","85.5","85.2",,"92.5",,,"47.2"
"Morton, Charlie","R","85.5","88.7","23.3","99.2",,,"76.5"
"Dugger, Robert","R","85.5","83.9",,"98.1",,"47.1","69.4"
"Gibson, Kyle","R","85.4","83","57.5","83.6",,"29.8","58.3"
"Norris, Daniel","L","85.4","85.4",,"77.7",,,"82.6"
"Widener, Taylor","R","85.4",,,"94.8",,"29.2",
"Head, Louis","R","85.4",,,"84.7",,"55.4",
"Underwood Jr., Duane","R","85.3","85.5","53.2","93.4",,,"69"
"Thompson, Keegan","R","85.3","83","46.5","94.5",,,"74"
"Cessa, Luis","R","85.2","84.3",,"82.1",,"41.3",
"Barria, Jaime","R","85.1","85.4",,"98.6",,"32.7",
"Quijada, José","L","85",,,"99",,"56.8",
"Tinoco, Jesus","R","84.7","84.7",,,,"20.5","26.2"
"Barnes, Jacob","R","84.6",,"40.9",,,"32.1",
"Crismatt, Nabil","R","84.6","84.1",,"77.6",,,"97.2"
"Matzek, Tyler","L","84.6",,,,,"51.6",
"Herget, Jimmy","R","84.6","85.2",,"74.7",,"18.5","61.4"
"Abreu, Bryan","R","84.5",,,,,"47.1","65.1"
"Carrasco, Carlos","R","84.5","83.5",,"77.5",,"18.1","51"
"Mills, Wyatt","R","84.5","76.4",,,,"36.1",
"Keller, Mitch","R","84.4","82.4",,"96.2",,"32","92.5"
"Woodford, Jake","R","84.1","81.7",,"99",,,"95.5"
"Hutchison, Drew","R","84","82.3",,"85.4",,"25",
"Leone, Dominic","R","83.9",,"43.9",,,"38.5",
"Ferguson, Caleb","L","83.9",,,,,,"82.8"
"Lange, Alex","R","83.9","84.4",,"93.3",,,"38.6"
"White, Mitch","R","83.8","85.5",,"76.4",,,"78.8"
"Nelson, Kyle","L","83.7",,,,,"38.7",
"Familia, Jeurys","R","83.7","81.5",,,,"34.9",
"Suárez, Ranger","L","83.7","82.2","54.1","92.4",,"30.4","74.1"
"Moronta, Reyes","R","83.6",,,"91",,"54.8",
"Quintana, Jose","L","83.6","85.7",,"92.9",,,"60.8"
"Thornton, Trent","R","83.5","82.1",,,,,"66.5"
"Holderman, Colin","R","83.5","86.3","32.3",,,"29",
"King, Michael","R","83.4","79.3",,"98.3",,,
"Montgomery, Jordan","L","83.1","89","49.5","95.5",,,"50.4"
"Syndergaard, Noah","R","83.1","81.5","34.4","96.8",,"35.3","61"
"Rasmussen, Drew","R","83","86.5","29.6",,,"33.1","79"
"Wright, Kyle","R","83","82.3",,"94.2",,"45.1",
"Morris, Cody","R","82.9",,"39.4","91.1",,,"91.3"
"Phillips, Evan","R","82.5","85.7","54.3",,,,
"Romo, Sergio","R","82.4","87.8",,"99.3",,"42.2",
"Manoah, Alek","R","82.4","82.3",,"80.4",,"44.2",
"Payamps, Joel","R","82","81.5",,"82.9",,"50.2",
"Gallen, Zac","R","82",,"46.2","79.3",,"42.9",
"Senzatela, Antonio","R","81.8","84.2",,"66.7",,"39.4","57.8"
"Poteet, Cody","R","81.7","77",,"84.4",,"29.4","59"
"Rodriguez, Eduardo","L","81.6","81.8","57.7","90",,"33.4",
"Winckowski, Josh","R","81.5","83.7","39.7","85.6",,"41.1",
"Banks, Tanner","L","81.3",,,"69.5",,"36.2","33.1"
"Cishek, Steve","R","81.2","85.6",,,,"82.9",
"Bickford, Phil","R","81.2",,,,,"47.3",
"Warren, Art","R","81.2",,,,,"37.8",
"Megill, Trevor","R","80.7",,,,,"39.3",
"Armstrong, Shawn","R","80.6","85.4","46.7",,,"44.5",
"Coleman, Dylan","R","80.5","88.8",,,,"49.1",
"Kelly, Merrill","R","80.3","80.5","63.4","86",,,"67.2"
"Pressly, Ryan","R","80.2",,,"70.6",,"27","76"
"Civale, Aaron","R","80.2","79","40.5",,,"50","87.8"
"Gustave, Jandel","R","80.1","79.4",,,,"41.8",
"Martinez, Seth","R","80.1","80","39","83.4",,,
"Bassitt, Chris","R","80","85","46.8","96",,"38.9","94.1"
"Sands, Cole","R","80",,"20.8","97.3",,,"75.9"
"Sandlin, Nick","R","79.9","78.2",,,,"53.4",
"Ramírez, Yohan","R","79.9","85.4",,,,,
"Feltner, Ryan","R","79.8","76.6",,"61.1",,"35.1","73.3"
"Crowe, Wil","R","79.5","77.1",,"56.4",,"37.3","82.6"
"Bleier, Richard","L","79.4","82","42.2","97.6",,"61.6",
"García, Yimi","R","79.4","84.6",,"97.6",,"39.3","49.8"
"Thompson, Ryan","R","79.1","85.2",,,,"67.9",
"Greinke, Zack","R","79.1","78.6","46.9","86.1",,"45.9","77.5"
"Sewald, Paul","R","79",,,,,,
"Fulmer, Michael","R","79","81","46.9","90.1",,,"91.6"
"Ramirez, Noé","R","78.9",,,"73.1",,,"61.3"
"Ortega, Oliver","R","78.8","77.1",,,,,"69.7"
"Pruitt, Austin","R","78.7",,,"88.9",,"31.6","63.3"
"VerHagen, Drew","R","78.7","78.6","57.1","67.7",,,"94.5"
"Duffey, Tyler","R","78.6","82.1",,"81.2",,"53.3",
"Uelmen, Erich","R","78.6","83.4",,"83.6",,"46.3",
"Strickland, Hunter","R","78.4","78.1",,"82.9",,"45.9",
"Bradish, Kyle","R","78.4","84",,"98.9",,"34.7","75.1"
"Wantz, Andrew","R","78.3",,"31.9","66.6",,,
"Leclerc, José","R","78.2",,"31","83.9",,"40.4",
"Bard, Daniel","R","77.9","82.3",,"97.3",,"36.6",
"Zimmermann, Bruce","L","77.7","84.6",,"96.3",,"14.8","53.1"
"Webb, Logan","R","77.5","76.3",,"73.7",,"45.5",
"Gray, Sonny","R","77.2","71",,"92",,"47.1","88.8"
"Kuhnel, Joel","R","77.1","83.8",,"87.7",,"24.4",
"Minor, Mike","L","76.9",,,"98.7",,"26.5",
"Adam, Jason","R","76.7",,,"82.2",,,
"Ottavino, Adam","R","76.6","81","31","85.3",,,
"Ohtani, Shohei","R","76.4","80.2","30.9",,,"47.1","80.8"
"Wesneski, Hayden","R","76.3","84","36.6","88.3",,,
"Wendelken, J.B.","R","76.2","82.4",,"99.4",,"39.4",
"Chacín, Jhoulys","R","76","76",,"81.5",,"39.6","59.2"
"Elder, Bryce","R","75.9","75.3",,"67.9",,"29.7",
"Wainwright, Adam","R","75.7","83.3","46.2","91",,,"96.7"
"García, Luis","R","75.7","86.8",,,,"56.2",
"Otto, Glenn","R","75.7","73.7",,"98.3",,,
"Urías, Julio","L","75.5",,,"88.8",,,
"Koenig, Jared","L","75.2","76.9","28.5","93.4",,,"76"
"Domínguez, Seranthony","R","74.8","80.4",,"97.6",,"33.3",
"Scott, Tanner","L","74.6",,,,,"23.7",
"Bolaños, Ronald","R","74.5","77.7",,"91.1",,"40.5","69.5"
"Williams, Trevor","R","74.4","78.1",,"88",,"37.3","50.4"
"Houck, Tanner","R","74.3","79.6",,,,"49.9",
"Singer, Brady","R","74.2","85.9",,"94.8",,"21.3",
"Freeland, Kyle","L","74.2","72.3",,"92.9",,"24.3",
"Taylor, Blake","L","73.9",,,,,"40.3",
"Castano, Daniel","L","73.9","65.2","27.3","86.3",,"31",
"Fried, Max","L","73.8","71",,"88.3",,"20.6","87.3"
"Toussaint, Touki","R","73.3","72.2",,,,,"87.7"
"Flaherty, Jack","R","73.1","70.6","48.6",,,"54.8",
"Díaz, Alexis","R","73",,,,,"34.4",
"Rogers, Tyler","R","72.9","78.3",,,,"74.7",
"Kluber, Corey","R","72.6","79.7","36.5","74.7",,,"53.9"
"Keuchel, Dallas","L","72.5","82.7","42.6","90.9",,"33.9",
"Crick, Kyle","R","72.5","75.9",,,,"79.9",
"Medina, Adonis","R","72.4","76.3",,"87.5",,"29.5","53.5"
"Lynn, Lance","R","72","68.1","32.6","77.2",,"26.4","46.9"
"Pallante, Andre","R","72","86.9",,,,"39.7","90.9"
"Castellanos, Humberto","R","71.9","77.1",,"94.3",,"41.9","74"
"Festa, Matt","R","71.5",,,,,,
"Oviedo, Johan","R","71.5",,,"94.1",,"41.4","63.7"
"López, Pablo","R","71.2","76.8","34.9","87.2",,,"74.9"
"Selman, Sam","L","70.4","77.4",,,,"47.8",
"Edwards Jr., Carl","R","70.4","77.8",,"85.8",,,"81.5"
"Schreiber, John","R","70.1","78",,"85.4",,,
"Barlow, Scott","R","70",,,,,"48.9","84.9"
"Stroman, Marcus","R","69.9","58.7","25.1",,,"30.9",
"Givens, Mychal","R","69.2",,,"52.1",,"33.6",
"Thompson, Zach","R","68.9","73.4","29","72.1",,,"78.8"
"Clase, Emmanuel","R","68.1",,"59.4",,,"34.2",
"Junis, Jakob","R","68","73.2","20.9","73.8",,"40",
"O'Day, Darren","R","67.5","71.1",,,,"32.7",
"Schmidt, Clarke","R","67.5","68.5",,"52.9",,,
"González, Chi Chi","R","67","65.8",,"84.1",,"31.7","36.6"
"Cimber, Adam","R","66.7","71.4",,,,"30.7",
"Suter, Brent","L","66.6","85.2",,"93.7",,"43.1",
"Musgrove, Joe","R","66.3","65.4","47.4","66.8",,"54.7","74.3"
"Burnes, Corbin","R","66.3","72","55.8","76.1",,"37.8","62.3"
"Valdez, Framber","L","65.8","73.1",,"79.4",,"38.7","82.1"
"Maton, Phil","R","65.8","77.1",,,,,"93.8"
"Stratton, Chris","R","65.6","68.7",,"66.4",,"32.4","77"
"Melancon, Mark","R","65.4",,"61.1",,,"21.9",
"Reed, Jake","R","64.8","91.9",,,,"35.7",
"Castro, Anthony","R","64.2","63.3",,,,"50",
"Keller, Brad","R","64.1","72.1",,"70.2",,"38.7","35.4"
"Ruiz, Norge","R","64.1",,,"64.5",,"33.1",
"Hudson, Dakota","R","63.1","76.3",,"96.7",,"26.9","64.4"
"Steele, Justin","L","60.4","65",,"87.6",,"55.4","68.9"
"Richards, Garrett","R","55",,,"80",,"20.3","94.9"
"Murfee, Penn","R","43.3","62",,,,,
"Vespi, Nick","L","29.9",,,,,"40.8","58.5"
