"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_fastball","active_spin_slider","active_spin_curve"
"Banda, Anthony","L","99.6",,,"96.8",,,
"Harvey, Hunter","R","99.6",,,,,,"72.4"
"Anderson, Ian","R","99.6",,,"98.2",,,"62.1"
"Barnes, Matt","R","99.6",,,"94.9",,,
"Ynoa, Huascar","R","99.5",,,"97.9",,"17.6",
"Mahle, Tyler","R","99.5",,,,,"28.4",
"Paddack, Chris","R","99.5",,"43.3","94.9",,,"94.5"
"Neidert, Nick","R","99.5",,,"99",,"42.5","90.3"
"Smith, Caleb","L","99.5",,,"99.4",,"18.6","52.3"
"Gomber, Austin","L","99.4",,,"96.3",,"35.8",
"Paxton, James","L","99.4",,"35.1","82.6",,,
"Giolito, Lucas","R","99.4",,,"99",,"28.7","89.5"
"Stanek, Ryne","R","99.4",,,,,"22.9",
"Richards, Trevor","R","99.4",,,"79",,,"24"
"Weems, Jordan","R","99.4",,,"94.9",,"37",
"Braymer, Ben","L","99.3",,,"97.8",,,"50.3"
"Sulser, Cole","R","99.3",,,"97.2",,"46.5",
"García, Jarlín","L","99.3",,,"99",,"40.1",
"Heaney, Andrew","L","99.3",,,"99.5",,,"39.4"
"Gonzales, Marco","L","99.3",,"60","99.4",,,"87.7"
"Burrows, Beau","R","99.3","99.2",,"95.9",,"30.5",
"Hoffman, Jeff","R","99.3",,,,,,"89.2"
"Anderson, Tyler","L","99.3","98.7","47.9","96.1",,,"69.4"
"Tropeano, Nick","R","99.2","99.1",,"98.1",,"30.2",
"González, Victor","L","99.2","97.7",,,,"23.4",
"Gallegos, Giovanny","R","99.2",,,,,"17.1",
"Holland, Derek","L","99.2","99.2",,"97.8",,,
"Estévez, Carlos","R","99.1",,,"93.2",,"32.1",
"Neverauskas, Dovydas","R","99.1",,"50.3",,,,"58.3"
"Buttrey, Ty","R","98.8",,,"92.9",,"31",
"Urquidy, José","R","98.8",,,"97.1",,,"84.8"
"López, Reynaldo","R","98.8",,,"96.9",,"34.7","33.2"
"Vesia, Alex","L","98.8",,,"99.3",,"41",
"Karinchak, James","R","98.7",,,,,,"48.8"
"Bergen, Travis","L","98.7",,,,,,"63.4"
"Cabrera, Génesis","L","98.7","94.8",,"99.3",,,"71.1"
"Kuhl, Chad","R","98.7","98.3",,"92.8",,"30.5",
"Mengden, Daniel","R","98.7",,"41.8","98.6",,,"93.7"
"Harvey, Matt","R","98.6","98.4",,"97.9",,"25.2","59.8"
"Ponce de Leon, Daniel","R","98.6",,"40","98.4",,,"87"
"Mella, Keury","R","98.6","97.2",,,,"27.6",
"Heuer, Codi","R","98.6",,,"88.6",,"25.5",
"Akin, Keegan","L","98.6",,,"98.2",,"34.1","57.9"
"Stashak, Cody","R","98.6",,,,,"31",
"McGee, Jake","L","98.5",,,,,,
"Pivetta, Nick","R","98.5",,,"98.1",,"40.7",
"De León, José","R","98.5",,,"94.5",,,
"Kremer, Dean","R","98.5","97.8","46.3",,,,"92.2"
"Howard, Spencer","R","98.5",,,"99.6",,"29.9","99.4"
"Robles, Hansel","R","98.5","99",,"92.5",,"41.1",
"Plesac, Zach","R","98.4",,,"99.1",,"41.5","51.8"
"Swanson, Erik","R","98.4",,,,,"28.2",
"Stephenson, Robert","R","98.4",,,,,"19.3","31.1"
"Benjamin, Wes","L","98.4",,"26.5","95.8",,,"74"
"Ramirez, Nick","L","98.4","93.2","64.1","97.7",,,
"McKenzie, Triston","R","98.4",,,"90.3",,"44.1","58.5"
"Springs, Jeffrey","L","98.4",,,"98.3",,"28.6",
"Hendriks, Liam","R","98.4",,,,,"18.8","74.1"
"Beeks, Jalen","L","98.3",,"37.4","90.7",,,
"Báez, Pedro","R","98.3",,,"99.3",,"50.2",
"Guerra, Javy","R","98.3",,,"96",,"47.6","50.9"
"García, Deivi","R","98.2",,,"98.5",,"35.5","83.7"
"Cole, Gerrit","R","98.1",,,"98.9",,"31",
"Gonsolin, Tony","R","98.1",,,,,"25.3","70.7"
"Hirano, Yoshihisa","R","98",,,,,,
"Weaver, Luke","R","97.9",,"63.3","89.4",,"51.3","68.5"
"Lauer, Eric","L","97.8",,"45","95.9",,"16.5","52.8"
"Wacha, Michael","R","97.8","98.9","53.6","90.8",,,
"Guerra, Deolis","R","97.7",,,"96",,,"97"
"Eovaldi, Nathan","R","97.7",,"51.2",,,"45.3","80"
"Odorizzi, Jake","R","97.7",,"62.2",,,"43.1","69"
"Hudson, Daniel","R","97.7",,,"96.9",,"20.1",
"Williams, Devin","R","97.6",,,"80.2",,"33.5",
"Bieber, Shane","R","97.6",,"45.6","94.7",,"27.2",
"Skubal, Tarik","L","97.6",,,"99.3",,"20.1",
"Nola, Aaron","R","97.6","96.1",,"99.1",,,
"Garcia, Bryan","R","97.6","96.3",,"98.8",,"24.5",
"Duffy, Danny","L","97.5","94.5",,"91.9",,"31.5","91"
"Yamaguchi, Shun","R","97.5",,,,,"22.9","83.6"
"Thornburg, Tyler","R","97.5",,,"97.3",,,"91.1"
"Díaz, Edwin","R","97.5",,,,,"23.2",
"Rodríguez, Richard","R","97.5",,,,,"41.9",
"Foster, Matt","R","97.4",,,"97",,"28.3",
"Canning, Griffin","R","97.4",,"45","98.6",,"27.6","40.8"
"Milone, Tommy","L","97.4","98.5",,"97.9",,"31.2","34"
"Diehl, Phillip","L","97.3",,,,,"27.1",
"Gausman, Kevin","R","97.3",,,"92.2",,"23.3",
"Clippard, Tyler","R","97.3","96.1",,"98.5",,,"68.1"
"Pérez, Oliver","L","97.2","96.2",,,,"61.6",
"Santos, Antonio","R","97.2",,,"94.4",,"40.1",
"Baragar, Caleb","L","97.2",,,,,"35.6","62.8"
"Diekman, Jake","L","97.2","97.1",,,,,
"Gray, Jon","R","97.2",,,"95.2",,"31.5","71"
"Walker, Taijuan","R","97.2","96.1",,,,"33.7","94.4"
"Doolittle, Sean","L","97.2",,,,,"40.7",
"Farmer, Buck","R","97.2",,,"85.5",,"13",
"Thorpe, Lewis","L","97.1",,,"96.2",,"29.8","90.6"
"Fiers, Mike","R","97.1","94.5",,"88.4",,"59.5","90.1"
"Peterson, David","L","97","96.5",,"99",,"24.6","64.5"
"Wisler, Matt","R","97",,,,,"32.1",
"Kikuchi, Yusei","L","97",,"58.6","89.3",,"26.2",
"Colomé, Alex","R","97",,"42.2",,,,
"Shreve, Chasen","L","97",,,,,"51.5",
"Suárez, Andrew","L","97","97.9",,"98.2",,"31.5",
"Howard, Sam","L","97",,,,,"29.3",
"Webb, Jacob","R","96.9",,,"98.6",,"56.4",
"Heller, Ben","R","96.8",,,"99.4",,,
"López, Jorge","R","96.8","96",,"98.9",,,
"Pearson, Nate","R","96.8",,,"84.4",,"44.3","87"
"Dayton, Grant","L","96.8","98.4",,,,,"75.4"
"Detwiler, Ross","L","96.8","96.5",,"96.2",,"16.3",
"Cody, Kyle","R","96.7","95.8",,"96.9",,"52.4",
"Strahm, Matt","L","96.7","97.4","32.7","94.5",,,"38"
"Anderson, Nick","R","96.7",,,,,,"19.5"
"Allen, Logan","L","96.6",,,"98.2",,"36.7","76.8"
"Jackson, Luke","R","96.6",,,,,"43.6","72.2"
"Peralta, Wandy","L","96.5","95.8",,"89.4",,"29.3",
"Ryu, Hyun Jin","L","96.5","94.5","48.1","99.4",,,"87.2"
"Pérez, Martín","L","96.5","96.4","61.8","99.6",,,"45.5"
"Wilson, Justin","L","96.5",,"55.1",,,"55.5",
"Nelson, Nick","R","96.5",,,"99.2",,"50.2","83.1"
"Gant, John","R","96.4","95.5",,"96.3",,"20.1","82.9"
"Clevinger, Mike","R","96.4",,"40.6","99.2",,"38.2","64.9"
"Ferguson, Caleb","L","96.4",,"24.4",,,,
"Tanaka, Masahiro","R","96.4","93.1",,,,"13.6","57.9"
"Berríos, José","R","96.3","97.6",,"95.1",,,
"Alvarez, Jose","L","96.3","96.6",,"90",,"37.8",
"Hess, David","R","96.2",,,,,"49.6",
"Phillips, Evan","R","96.2",,,"75.6",,,
"Davis, Austin","L","96.2",,,"95.9",,"22.7","39.2"
"Hill, Tim","L","96.2","93.5",,,,"39.6",
"Oswalt, Corey","R","96.2",,,"80.9",,"45.7",
"LeBlanc, Wade","L","96.1","94.7","57.9","98.5",,,"62.5"
"Ray, Robbie","L","96","96.3",,"89",,"33.3",
"Bailey, Homer","R","95.9",,,,,"38.9",
"Bashlor, Tyler","R","95.9","95.8",,"95.7",,"83.9",
"Garcia, Rico","R","95.9",,,"99.2",,,"38.7"
"Luzardo, Jesús","L","95.9","94.3",,"99.1",,"18.3",
"Wittgren, Nick","R","95.8",,"24.9","87.1",,"25",
"Johnson, Pierce","R","95.8",,,,,,"59.2"
"Hill, Rich","L","95.8","93.2","45.5",,,,"93.2"
"Gerber, Joey","R","95.8",,,,,"35.3",
"Merryweather, Julian","R","95.8",,,"97.3",,"31.5","92.1"
"Anderson, Chase","R","95.7","95.8","45.4","99.6",,,"96"
"Bedrosian, Cam","R","95.7",,,,,"55.3",
"Lyles, Jordan","R","95.7","91.8",,"98.9",,"34.9","77.9"
"Kolarek, Adam","L","95.6","94.1",,"99.7",,"33.5",
"Mears, Nick","R","95.6",,,,,,"76.3"
"Bradley, Archie","R","95.6","95.4",,"99",,,
"Littell, Zack","R","95.5",,,,,"55.5",
"Staumont, Josh","R","95.4","90.6",,,,,"87.6"
"Mayers, Mike","R","95.4",,"59.5",,,"17.9","70.1"
"Hart, Kyle","L","95.3","92.7",,"98.4",,"39.8","63.7"
"Quantrill, Cal","R","95.2","95.2",,"94.9",,"24.3",
"Chafin, Andrew","L","95.2","93.9",,,,"19.8",
"Wojciechowski, Asher","R","95.2",,"52.9","91.5",,"68.2","78.1"
"Peña, Félix","R","95.2","96.8",,"95.2",,"17.2",
"Brogdon, Connor","R","95.1",,"68.4","98.9",,,
"Kennedy, Ian","R","95.1",,"62.6","98.9",,,
"Quintana, Jose","L","95.1","93.7",,"96.6",,,"58.9"
"Claudio, Alex","L","95","94.9",,"94.7",,"32.2",
"Drake, Oliver","R","95",,,,,,
"Hernández, Carlos","R","95",,,,,"35",
"Milner, Hoby","L","95",,,,,,
"Tepera, Ryan","R","94.8","97.2","40.9","88.9",,"34.7",
"Roark, Tanner","R","94.8","92.5",,"81.9",,"45.2","90.4"
"Magill, Matt","R","94.8",,,,,"31.6","36.4"
"Cole, A.J.","R","94.7",,"69.7","96.4",,"32.3","31.4"
"Rodón, Carlos","L","94.7",,,"99.7",,"29.8",
"Allard, Kolby","L","94.7",,"47.2","98.6",,,"76.9"
"Means, John","L","94.7",,,"99",,"34.6","69.2"
"Goody, Nick","R","94.7",,,,,"24.2",
"Hernández, Elieser","R","94.6",,,"84.7",,"51.7",
"Lorenzen, Michael","R","94.6","92.4","52.4","98.9",,"32.4","83.7"
"Ginkel, Kevin","R","94.5",,,,,"27.5",
"Stiever, Jonathan","R","94.5",,,"93.1",,"34.7","60"
"Waguespack, Jacob","R","94.4","93.5","70.6","91.7",,,"61.1"
"Mejía, Humberto","R","94.4",,,"95.1",,"39.5","52.3"
"Kimbrel, Craig","R","94.3",,,,,,
"Jiménez, Joe","R","94.2",,,"89.2",,"29.9",
"Rodríguez, Joely","L","94.2","93.7",,"99.2",,,
"Alcala, Jorge","R","94.2",,,"94",,"33.8",
"Sandoval, Patrick","L","94.1",,,"96.4",,"32.6","63.6"
"Chavez, Jesse","R","94","95.1","68.3","97.2",,"30.6",
"Rogers, Trevor","L","93.9","96",,"91.2",,"17.3",
"De Jong, Chase","R","93.9",,,"99.3",,"20.1","75.2"
"Misiewicz, Anthony","L","93.9",,"49.8",,,,"51.9"
"Rondón, Héctor","R","93.9","94.7",,"90.3",,"28.1",
"Lugo, Seth","R","93.9","92.9",,"97.5",,"44.6","88.5"
"Morejon, Adrian","L","93.8",,,"92.3",,"48.9","72.5"
"Grimm, Justin","R","93.8",,,,,"74.7","91.1"
"Smith, Burch","R","93.8",,,"97.7",,,"83.8"
"Bauer, Trevor","R","93.8",,"33.9",,,,
"Gsellman, Robert","R","93.7","96.2",,"97.9",,"51.1","69"
"Anderson, Brett","L","93.7","95","64.2","96.5",,"44.5",
"Workman, Brandon","R","93.7",,"40.2",,,,
"Ureña, José","R","93.7","91",,"97.9",,"23.6",
"Coonrod, Sam","R","93.6","90.4","41.7","91.9",,"31",
"Martin, Chris","R","93.5",,"52.8",,,,
"Bednar, David","R","93.5",,,,,,"76.4"
"Parker, Blake","R","93.4",,,,,,"70.9"
"Reid-Foley, Sean","R","93.4",,,,,"34",
"Rasmussen, Drew","R","93.3",,,"97.1",,"31.5","71.7"
"Alzolay, Adbert","R","93.3","94.3",,"92.3",,"36.8","52.5"
"Sánchez, Aníbal","R","93.2","93","75.1","88.5",,,"37.8"
"Tomlin, Josh","R","93.2",,"54","98.5",,,"47.4"
"Trivino, Lou","R","93.2","91.6","46.9","98.3",,,"77"
"Tate, Dillon","R","93.2","92.4","27","99.1",,,
"Brault, Steven","L","93.1","91.9",,"84.7",,"36.4","67"
"Wick, Rowan","R","93.1",,"71.4",,,,
"Newsome, Ljay","R","93",,,"73.9",,,"37.2"
"Rodriguez, Nivaldo","R","93",,,,,"36.1","51.5"
"Margevicius, Nick","L","93",,,"82.8",,"46","88.7"
"Font, Wilmer","R","93","94.2",,,,"35.2","80.6"
"Garrett, Amir","L","93",,,,,"24.2",
"Brasier, Ryan","R","92.9","93.6",,"93.6",,"35.8",
"Brice, Austin","R","92.9","96.1",,,,,"43.1"
"Rosenthal, Trevor","R","92.9","95.4",,"98.9",,"37",
"Javier, Cristian","R","92.8",,,"98.5",,"48.8",
"Morgan, Adam","L","92.8","89",,"95.8",,"28",
"Gibaut, Ian","R","92.8",,,"96.2",,"39.1",
"Cortes, Nestor","L","92.8",,"34.2",,,"33.8",
"Minter, A.J.","L","92.8",,"26.5","91.2",,,
"Burdi, Zack","R","92.7","98.3",,"99.5",,"22.3",
"Snell, Blake","L","92.7",,,"98.4",,"30.9","69.5"
"Plutko, Adam","R","92.7",,"57.2","98.8",,"40.4","71.9"
"Stripling, Ross","R","92.7",,,"90.7",,"34.9",
"Stock, Robert","R","92.7",,,"94.6",,"39.9",
"Floro, Dylan","R","92.7","93.6",,"94",,"42.2",
"DeSclafani, Anthony","R","92.6","90.3",,"98.6",,"35.2",
"Chirinos, Yonny","R","92.6","95",,,,"43",
"Funkhouser, Kyle","R","92.4","89",,"89.2",,"31.2",
"Leyer, Robinson","R","92.3",,,,,"37.8",
"May, Dustin","R","92.2","94.4","37.5","94.5",,,"61.8"
"Erlin, Robbie","L","92.1",,,"94.4",,,"82"
"Buehler, Walker","R","92","89.8","48.5",,,"45",
"Guerra, Junior","R","92","92.8",,,,,"53"
"Petit, Yusmeiro","R","91.9",,"78.2","95.1",,,"53.3"
"Feyereisen, J.P.","R","91.8",,,"86",,"36.5",
"Mize, Casey","R","91.8","95.4","31.9",,,,
"Garcia, Luis","R","91.8",,"37.6","95.9",,"59.1","89.9"
"Hendricks, Kyle","R","91.7","83.4",,"82.1",,,"85.1"
"Dunn, Justin","R","91.7",,,"96.1",,"39.3","52.6"
"Montas, Frankie","R","91.6","91.2",,,,"31.1",
"Hearn, Taylor","L","91.6",,,"85.2",,"42.4",
"Romo, Sergio","R","91.6","91.8",,"99.7",,"55.8",
"Sánchez, Sixto","R","91.6","86.3","28.8","91.9",,"34.2",
"Kelly, Joe","R","91.6","91.3",,,,,
"Boyd, Matthew","L","91.5","92.9",,"89.5",,"32.9","92.4"
"Bubic, Kris","L","91.4",,,"99",,,"75.4"
"Ponce, Cody","R","91.3","94.3","50.7","99.7",,,"84"
"Green, Chad","R","91.3",,,,,,"44.3"
"Pineda, Michael","R","91.3",,,"93.9",,"10",
"Iglesias, Raisel","R","91.3","92.1",,"89.2",,"31.4",
"Eflin, Zach","R","91.2","88.5",,"99",,"45.8","68.2"
"Young, Alex","L","91.2","90.4","49.3","90",,,"23.5"
"Lamet, Dinelson","R","91.1","93.2",,,,"16.8",
"Romano, Jordan","R","91.1",,,,,"20.7",
"Hembree, Heath","R","91",,,,,"34.8","63.5"
"Bielak, Brandon","R","91",,"32.7","91.1",,"31.7","87.4"
"González, Gio","L","90.9","88.1",,"97.7",,,"86.8"
"Montero, Rafael","R","90.8","86",,"88.1",,"32.7",
"Castillo, Luis","R","90.8","91.1",,"90.4",,"13",
"Alexander, Tyler","L","90.7","95.2","43","92.2",,"28.9",
"Smeltzer, Devin","L","90.6",,,"88.5",,"40.9","80.1"
"Keller, Mitch","R","90.6",,"32.2","95.3",,,"84.1"
"Cessa, Luis","R","90.6","88.9",,"86.5",,"21.1",
"Phelps, David","R","90.5","90.5","55.9",,,,
"Scherzer, Max","R","90.5",,"50.2","98.6",,"23.1","70.5"
"Kinley, Tyler","R","90.5",,,"98.3",,"23",
"Underwood Jr., Duane","R","90.5",,,"89.1",,,"69"
"Almonte, Yency","R","90.5","92.8",,"98.7",,"37.7",
"Barria, Jaime","R","90.4","92.5",,"94.5",,"29",
"López, Yoan","R","90.4",,,,,"44.5",
"Dobnak, Randy","R","90.3","86.6",,"97.5",,"15.3",
"Reyes, Alex","R","90.3","88.9",,"98.9",,"33.5","96"
"Pagán, Emilio","R","90.1",,"33.9",,,,
"Middleton, Keynan","R","90",,,"83",,"25",
"Castellani, Ryan","R","90","92",,"98.6",,"25.4","73"
"Porcello, Rick","R","90","89",,"97.1",,"41","66.4"
"Webb, Tyler","L","90","88.7",,"98.7",,,"63.1"
"Romero, JoJo","L","90","89",,"95.2",,"32.1",
"Happ, J.A.","L","90","79.7",,"96.7",,"29.1",
"Familia, Jeurys","R","89.9","88.3",,,,"34.1",
"Shoemaker, Matt","R","89.9","88.3",,,,"22.6",
"Hoyt, James","R","89.8","92.8",,,,"11.4",
"Chapman, Aroldis","L","89.8",,,,,"39",
"Herget, Jimmy","R","89.8","84.3",,"82.4",,"22.7","50.5"
"Márquez, Germán","R","89.7","85.3",,"95.8",,"22.7",
"Cueto, Johnny","R","89.6","88.7",,"76.3",,"37.8","22.9"
"Leibrandt, Brandon","L","89.6",,,"96.8",,,
"Clarke, Taylor","R","89.5",,,"93.6",,"29.6","67.2"
"Curtiss, John","R","89.5",,,,,"33.3",
"Jeffress, Jeremy","R","89.5","91",,,,,
"James, Josh","R","89.4",,,"96.9",,"39.4","75"
"Cisnero, José","R","89.4","89.2",,"92",,"25.9",
"Marshall, Evan","R","89.4","92",,"95.7",,,"61.8"
"Alcantara, Sandy","R","89.4","88.6",,"87.3",,"16.1","47.3"
"Velasquez, Vince","R","89.3","85.8",,"96.4",,"33",
"Darvish, Yu","R","89.2","89.3","63.3",,,"31.9","88"
"Kershaw, Clayton","L","89.2",,,,,"48.7","79.9"
"Pomeranz, Drew","L","89.2",,,,,,
"Montgomery, Jordan","L","89.1","90.3","69.6","99.6",,,"40.4"
"Fulmer, Michael","R","89.1","91.7","41","93.5",,,"70.7"
"deGrom, Jacob","R","89",,,"89.6",,"37.8","55.8"
"Rainey, Tanner","R","89",,,,,"28.3",
"Garrett, Braxton","L","88.9",,,"88.5",,,"72.3"
"Boxberger, Brad","R","88.9",,,"93",,"53.5",
"Woodruff, Brandon","R","88.9","89.2",,"97.2",,"23.4","59.5"
"Bundy, Dylan","R","88.8","89.1",,"93.6",,"25.9","76.5"
"Hand, Brad","L","88.7","89.6",,,,,
"Maeda, Kenta","R","88.7","81.5","39.1",,,"18.5","60"
"Voth, Austin","R","88.7",,"46",,,,"66.1"
"Barnes, Jacob","R","88.6",,"46.3",,,,
"McGowin, Kyle","R","88.6","85",,,,"40.1",
"Thielbar, Caleb","L","88.5",,,,,"43.9","99.7"
"Díaz, Jairo","R","88.5","85.9",,,,"28",
"Dugger, Robert","R","88.5","89.4",,,,"33.3","65.7"
"May, Trevor","R","88.4","88.9",,"96.7",,"38.5",
"Houser, Adrian","R","88.3","84.5",,"92.1",,"33.9","95.4"
"Knebel, Corey","R","88.3",,,,,,
"Reed, Cody","L","88.3","90",,"90.3",,"32.6",
"Martin, Brett","L","88.2","86.6",,,,"37.5","47.8"
"Andriese, Matt","R","88.1","85.1","19","30.3",,,"68.6"
"Corbin, Patrick","L","88.1","86",,"97.3",,"21.5","30"
"Gibson, Kyle","R","88.1","86.6",,"86.4",,"35.7","58"
"Pérez, Cionel","L","87.9",,,,,"35.7",
"Biagini, Joe","R","87.7","88","53.9","70.7",,,"75.8"
"Altavilla, Dan","R","87.7",,,,,"29.1",
"Farrell, Luke","R","87.7",,,,,"16.1","61.9"
"Slegers, Aaron","R","87.7","88.5",,"80.6",,"24.6",
"Rea, Colin","R","87.5","88.7","38.7",,,,"69.1"
"Hill, Cam","R","87.4",,,,,"30.1","99.2"
"Wilson, Bryse","R","87.4","92.4",,"94.6",,"46.7","54.6"
"Nova, Iván","R","87.3","88.2",,"99.6",,,"63.3"
"Smith, Will","L","87.3",,,,,"25.1","57.7"
"Thompson, Ryan","R","87.3","89.7",,,,"81.7",
"Mills, Alec","R","87.1","86.6",,"87.3",,"56","80.6"
"Stammen, Craig","R","87","92.3","47.3",,,,
"Brubaker, JT","R","87","87.1",,"85.3",,"19.7","62.7"
"Gott, Trevor","R","86.9",,"42.8",,,,"87.1"
"Loáisiga, Jonathan","R","86.9","86.4",,"95.1",,,"49.1"
"Zimmer, Kyle","R","86.8",,,"91.3",,"28.4","90.4"
"Newcomb, Sean","L","86.7",,,"96",,"72.5","93.7"
"Neris, Héctor","R","86.7","89.1",,,,,
"Wheeler, Zack","R","86.5","88.3","27.2","98.8",,,"75.9"
"García, Luis","R","86.5","88.1",,,,"46.9",
"Cordero, Jimmy","R","86.2","86.4",,"96",,"22.9",
"Woodford, Jake","R","86.1","89.6",,,,"33.6","98.5"
"Matzek, Tyler","L","86.1",,"37.9",,,"51.8","69.5"
"Bassitt, Chris","R","86","90.1","48.4","96.8",,"55.9","96"
"Holland, Greg","R","86",,,,,"33.8","59.7"
"Soria, Joakim","R","85.9",,,"69.9",,"75.3","99.1"
"Gallen, Zac","R","85.7",,"44.6","91.8",,"43.5",
"Morton, Charlie","R","85.6","89","22.5",,,,"78.6"
"Hatch, Thomas","R","85.5","86.5","34.1","47.6",,,
"Fulmer, Carson","R","85.4",,"24.5","89",,,"52.9"
"King, Michael","R","85.4","83",,"97.7",,,"43.4"
"Antone, Tejay","R","85.4",,,"98.9",,"41","81"
"Urías, Julio","L","85.4",,,"94.3",,"33.9","65"
"Graveman, Kendall","R","85.4","88","59","84",,"38","66.6"
"Brach, Brad","R","85.4","85.2","50.3","73.4",,"39.1",
"Taylor, Josh","L","85.3","88",,,,"30.6",
"Dunning, Dane","R","85","82.9",,"98.1",,"39.5",
"Armstrong, Shawn","R","84.9",,"45.5",,,"60.1",
"Yajure, Miguel","R","84.9",,"54.3","88.5",,,"76.6"
"Lail, Brady","R","84.9","83.9",,"90.4",,"38.4","60.8"
"Zuber, Tyler","R","84.7",,,"90.6",,"52","74.8"
"Flaherty, Jack","R","84.6","77.6",,"78",,"47.5",
"Toussaint, Touki","R","84.5","77.9",,,,"30.9","89.4"
"Ramírez, Yohan","R","84.2",,,,,,
"Castellanos, Humberto","R","84.2","83.1",,"96.5",,"53","47.8"
"Duffey, Tyler","R","84.2",,,,,,
